,Strategy_Combination,Stock_Selection_Method,Weight_Allocation_Method,Total_Return,CAGR_4Y,CAGR_3Y,CAGR_2Y,CAGR_1Y,Positive_Return_Count,Negative_Return_Count,Sum_Positive_Return,Sum_Negative_Return,Variance_4Y,Variance_3Y,Variance_2Y,Variance_1Y,Success_Rate,Backtest_Version,Rebalance
99,10_7,10,7,3.08,0.33,0.29,0.2,0.47,12,4,1.66,-0.39,0.0149,0.0128,0.0164,0.0125,0.75,7,3m
100,1_2,1,2,4.09,0.42,0.46,0.29,1.51,11,5,2.75,-0.85,0.0588,0.0577,0.0802,0.0585,0.69,7,3m
101,7_10,7,10,6.32,0.59,0.57,0.3,0.73,31,17,3.36,-1.17,0.0603,0.0365,0.0318,0.0234,0.65,7,1m
102,16_1,16,1,6.07,0.57,0.5,0.32,0.57,35,13,2.93,-0.92,0.038,0.0235,0.0243,0.0322,0.73,7,1m
103,7_4,7,4,4.79,0.48,0.46,0.25,0.64,32,16,3.17,-1.26,0.0429,0.0284,0.026,0.0147,0.67,7,1m
104,14_3,14,3,7.93,0.68,0.35,0.43,1.07,10,6,3.63,-0.82,0.095,0.0545,0.0784,0.0951,0.62,7,3m
105,5_6,5,6,4.41,0.45,0.35,0.28,0.51,12,4,2.01,-0.31,0.0199,0.0101,0.0135,0.0086,0.75,7,3m
106,16_11,16,11,3.85,0.4,0.3,0.16,0.65,28,20,3.05,-1.41,0.0415,0.0293,0.0385,0.0292,0.58,7,1m
107,5_4,5,4,3.48,0.37,0.41,0.35,1.29,11,5,2.44,-0.79,0.0494,0.0509,0.0732,0.0598,0.69,7,3m
108,14_1,14,1,8.69,0.72,0.61,0.43,0.83,13,3,3.18,-0.51,0.0551,0.0289,0.0298,0.0335,0.81,7,3m
109,7_6,7,6,5.68,0.54,0.43,0.39,0.58,28,20,2.79,-0.83,0.0359,0.0173,0.0245,0.0308,0.58,7,1m
110,16_3,16,3,6.65,0.61,0.32,0.19,0.66,28,20,4.22,-1.78,0.0947,0.0596,0.0596,0.0523,0.58,7,1m
111,9_9,9,9,2.45,0.25,0.31,0.29,0.65,13,3,1.63,-0.52,0.0254,0.0253,0.0376,0.0087,0.81,7,3m
112,10_5,10,5,2.78,0.29,0.46,0.31,0.62,12,4,1.96,-0.66,0.0323,0.027,0.0329,0.0093,0.75,7,3m
113,3_2,3,2,10.69,0.81,0.74,0.4,0.84,33,15,3.88,-1.09,0.0682,0.0442,0.0251,0.0243,0.69,7,1m
114,12_7,12,7,3.99,0.41,0.39,0.38,0.56,28,20,2.33,-0.77,0.0287,0.0183,0.025,0.0285,0.58,7,1m
115,12_6,12,6,3.99,0.41,0.39,0.38,0.56,28,20,2.33,-0.77,0.0287,0.0183,0.025,0.0285,0.58,7,1m
116,3_3,3,3,11.83,0.85,0.75,0.37,0.62,32,16,4.23,-1.28,0.0888,0.0689,0.0296,0.0353,0.67,7,1m
117,10_4,10,4,4.02,0.42,0.47,0.34,0.66,13,3,2.13,-0.47,0.0272,0.023,0.0317,0.013,0.81,7,3m
118,1_1,1,1,3.91,0.41,0.39,0.39,0.89,12,4,1.98,-0.39,0.0233,0.016,0.0236,0.0163,0.75,7,3m
119,9_8,9,8,3.29,0.35,0.38,0.3,0.62,13,3,1.87,-0.45,0.0253,0.0235,0.0361,0.013,0.81,7,3m
120,16_2,16,2,7.88,0.68,0.45,0.26,0.59,32,16,3.73,-1.3,0.0688,0.0373,0.0494,0.0442,0.67,7,1m
121,7_7,7,7,5.68,0.54,0.43,0.39,0.58,28,20,2.78,-0.83,0.0359,0.0173,0.0245,0.0308,0.58,7,1m
122,5_5,5,5,3.27,0.35,0.44,0.4,1.48,10,6,2.4,-0.8,0.0541,0.0602,0.0821,0.0677,0.62,7,3m
123,16_10,16,10,3.55,0.37,0.25,0.04,0.54,27,21,3.06,-1.48,0.0474,0.0379,0.0384,0.0301,0.56,7,1m
124,2_4,2,4,2.57,0.27,0.37,0.32,1.22,11,5,2.12,-0.82,0.0463,0.0484,0.0712,0.0617,0.69,7,3m
125,3_10,3,10,5.73,0.55,0.49,0.3,0.74,32,16,3.21,-1.13,0.0587,0.0289,0.0325,0.0247,0.67,7,1m
126,13_1,13,1,8.69,0.72,0.61,0.43,0.83,13,3,3.18,-0.51,0.0551,0.0289,0.0298,0.0335,0.81,7,3m
127,11_3,11,3,7.41,0.65,0.55,0.36,0.62,30,18,3.75,-1.33,0.0536,0.0308,0.0296,0.0353,0.62,7,1m
128,4_2,4,2,11.8,0.85,0.75,0.43,0.81,34,14,3.96,-1.07,0.0829,0.0457,0.0271,0.029,0.71,7,1m
129,15_7,15,7,5.68,0.54,0.48,0.28,0.93,35,13,3.27,-1.23,0.0546,0.0387,0.0457,0.0494,0.73,7,1m
130,15_6,15,6,5.68,0.54,0.48,0.28,0.93,35,13,3.27,-1.23,0.0546,0.0387,0.0457,0.0494,0.73,7,1m
131,4_3,4,3,10.21,0.79,0.61,0.26,0.61,31,17,4.21,-1.37,0.104,0.0671,0.033,0.0419,0.65,7,1m
132,6_1,6,1,4.01,0.42,0.39,0.39,0.89,12,4,1.97,-0.37,0.0218,0.016,0.0237,0.0163,0.75,7,3m
133,11_2,11,2,8.86,0.73,0.68,0.4,0.84,32,16,3.69,-1.12,0.0552,0.0322,0.0251,0.0243,0.67,7,1m
134,3_11,3,11,7.42,0.65,0.56,0.37,0.8,33,15,3.35,-1.02,0.0572,0.0267,0.029,0.022,0.69,7,1m
135,2_5,2,5,2.17,0.21,0.4,0.37,1.38,9,7,2.19,-1.0,0.0558,0.0563,0.0802,0.0705,0.56,7,3m
136,2_7,2,7,4.12,0.42,0.39,0.36,0.51,12,4,1.99,-0.34,0.0234,0.0165,0.0236,0.0086,0.75,7,3m
137,13_2,13,2,6.15,0.57,0.23,0.34,0.89,11,5,3.5,-0.92,0.1113,0.0508,0.0629,0.077,0.69,7,3m
138,12_10,12,10,6.25,0.58,0.43,0.27,0.64,31,17,3.41,-1.23,0.0636,0.0251,0.0307,0.023,0.65,7,1m
139,6_3,6,3,3.16,0.33,0.34,0.23,1.34,10,6,2.39,-0.83,0.0507,0.0566,0.0736,0.0529,0.62,7,3m
140,4_1,4,1,4.5,0.46,0.41,0.26,0.54,31,17,2.58,-0.87,0.0326,0.0179,0.0178,0.0161,0.65,7,1m
141,15_4,15,4,8.09,0.69,0.35,0.14,0.56,30,18,3.87,-1.34,0.0996,0.0323,0.0375,0.0225,0.62,7,1m
142,15_5,15,5,5.41,0.53,0.38,0.13,0.54,29,19,4.32,-1.91,0.1967,0.0484,0.0392,0.0189,0.6,7,1m
143,6_2,6,2,4.06,0.42,0.39,0.28,1.51,11,5,2.63,-0.78,0.0553,0.059,0.0804,0.0585,0.69,7,3m
144,11_1,11,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,7,1m
145,12_11,12,11,7.65,0.66,0.57,0.37,0.84,32,16,3.48,-1.1,0.0619,0.0265,0.0294,0.0202,0.67,7,1m
146,13_3,13,3,7.61,0.66,0.43,0.44,1.12,10,6,3.58,-0.79,0.1087,0.0577,0.0787,0.0952,0.62,7,3m
147,2_6,2,6,4.12,0.42,0.39,0.36,0.51,12,4,1.99,-0.34,0.0234,0.0165,0.0236,0.0086,0.75,7,3m
148,2_2,2,2,3.24,0.34,0.39,0.28,1.51,11,5,2.5,-0.87,0.0585,0.059,0.0804,0.0585,0.69,7,3m
149,13_7,13,7,5.53,0.53,0.53,0.47,0.99,13,3,2.76,-0.59,0.0484,0.0261,0.0315,0.0431,0.81,7,3m
150,11_5,11,5,3.28,0.35,0.4,0.19,0.55,30,18,3.23,-1.61,0.0446,0.0231,0.023,0.0142,0.62,7,1m
151,10_10,10,10,4.41,0.45,0.48,0.3,0.65,13,3,2.2,-0.44,0.0293,0.0274,0.0396,0.0318,0.81,7,3m
152,6_6,6,6,3.75,0.39,0.34,0.28,0.51,12,4,1.82,-0.31,0.0183,0.0103,0.0135,0.0086,0.75,7,3m
153,8_9,8,9,7.11,0.63,0.31,0.24,0.6,30,18,3.59,-1.24,0.1014,0.0166,0.0219,0.0141,0.62,7,1m
154,4_4,4,4,9.57,0.76,0.6,0.32,0.69,34,14,3.59,-0.99,0.0685,0.0441,0.0255,0.0172,0.71,7,1m
155,15_1,15,1,6.07,0.57,0.5,0.32,0.57,35,13,2.93,-0.92,0.038,0.0235,0.0243,0.0322,0.73,7,1m
156,4_5,4,5,8.19,0.69,0.53,0.19,0.55,30,18,3.78,-1.24,0.0887,0.0647,0.0244,0.0159,0.62,7,1m
157,8_8,8,8,7.57,0.66,0.4,0.21,0.63,29,19,3.49,-1.12,0.0871,0.0284,0.0271,0.0147,0.6,7,1m
158,6_7,6,7,3.75,0.39,0.34,0.28,0.51,12,4,1.82,-0.31,0.0183,0.0103,0.0135,0.0086,0.75,7,3m
159,10_11,10,11,6.29,0.58,0.47,0.28,0.65,13,3,2.67,-0.45,0.0381,0.0312,0.0423,0.0348,0.81,7,3m
160,11_4,11,4,5.02,0.5,0.48,0.25,0.64,32,16,3.24,-1.28,0.0427,0.0283,0.026,0.0147,0.67,7,1m
161,13_6,13,6,5.53,0.53,0.53,0.47,0.99,13,3,2.76,-0.59,0.0484,0.0261,0.0315,0.0431,0.81,7,3m
162,2_3,2,3,2.86,0.3,0.34,0.23,1.34,10,6,2.37,-0.89,0.0549,0.0566,0.0736,0.0529,0.62,7,3m
163,2_1,2,1,3.91,0.41,0.39,0.39,0.89,12,4,1.98,-0.39,0.0233,0.016,0.0236,0.0163,0.75,7,3m
164,13_4,13,4,4.04,0.42,0.28,0.27,0.93,9,7,2.85,-0.89,0.0792,0.0428,0.0563,0.0533,0.56,7,3m
165,11_6,11,6,4.62,0.47,0.39,0.38,0.56,28,20,2.52,-0.8,0.0326,0.0171,0.0231,0.028,0.58,7,1m
166,6_5,6,5,3.05,0.32,0.4,0.38,1.38,10,6,2.3,-0.79,0.0506,0.0563,0.0802,0.0704,0.62,7,3m
167,4_7,4,7,6.79,0.61,0.56,0.46,0.73,31,17,2.89,-0.75,0.0381,0.0223,0.0275,0.0311,0.65,7,1m
168,15_2,15,2,7.71,0.67,0.52,0.27,0.59,31,17,3.62,-1.23,0.0583,0.0417,0.0491,0.0428,0.65,7,1m
169,1_10,1,10,2.54,0.26,0.28,0.22,1.16,11,5,2.37,-1.0,0.0552,0.0518,0.0781,0.0722,0.69,7,3m
170,1_11,1,11,3.04,0.32,0.34,0.31,1.4,11,5,2.42,-0.88,0.0546,0.052,0.0784,0.066,0.69,7,3m
171,15_3,15,3,8.3,0.7,0.45,0.17,0.64,31,17,4.21,-1.58,0.0939,0.0658,0.061,0.0537,0.65,7,1m
172,4_6,4,6,6.79,0.61,0.56,0.46,0.73,31,17,2.89,-0.75,0.0381,0.0223,0.0275,0.0311,0.65,7,1m
173,6_4,6,4,3.21,0.34,0.37,0.32,1.22,11,5,2.33,-0.79,0.0467,0.0484,0.0712,0.0617,0.69,7,3m
174,11_7,11,7,4.62,0.47,0.39,0.38,0.56,28,20,2.52,-0.8,0.0326,0.0171,0.0231,0.028,0.58,7,1m
175,13_5,13,5,5.33,0.52,0.51,0.38,1.05,10,6,3.44,-1.06,0.0956,0.0535,0.0627,0.0652,0.62,7,3m
0,13_8,13,8,4.64,0.47,0.3,0.18,0.62,11,5,3.42,-0.87,0.2206,0.0275,0.0366,0.0363,0.69,8,3m
1,4_10,4,10,6.88,0.62,0.35,0.1,0.48,31,17,3.26,-1.03,0.074,0.0284,0.0345,0.0293,0.65,8,1m
2,6_9,6,9,2.32,0.23,0.28,0.4,0.69,10,6,1.55,-0.5,0.0253,0.0194,0.0271,0.0203,0.62,8,3m
3,8_6,8,6,8.21,0.69,0.5,0.48,0.83,36,12,2.83,-0.53,0.0344,0.0101,0.0149,0.0174,0.75,8,1m
4,8_10,8,10,7.7,0.67,0.51,0.36,0.88,31,17,3.17,-0.83,0.0605,0.0201,0.0253,0.0245,0.65,8,1m
5,8_11,8,11,9.77,0.77,0.54,0.25,0.82,30,18,3.58,-0.94,0.0753,0.0296,0.0318,0.0261,0.62,8,1m
6,8_7,8,7,8.21,0.69,0.5,0.48,0.83,36,12,2.83,-0.53,0.0344,0.0101,0.0149,0.0174,0.75,8,1m
7,6_8,6,8,2.83,0.3,0.33,0.46,0.7,11,5,1.79,-0.51,0.0286,0.0199,0.0268,0.0222,0.69,8,3m
8,4_11,4,11,10.32,0.79,0.51,0.21,0.66,30,18,3.8,-1.06,0.0842,0.0305,0.0324,0.0254,0.62,8,1m
9,13_9,13,9,5.72,0.55,0.19,0.28,0.67,10,6,4.14,-0.84,0.4349,0.0185,0.0167,0.012,0.62,8,3m
10,15_10,15,10,3.62,0.38,0.39,0.1,0.22,26,22,3.45,-1.66,0.0704,0.0241,0.0199,0.0326,0.54,8,1m
11,11_9,11,9,4.22,0.43,0.25,0.24,0.25,29,19,3.1,-1.22,0.0769,0.0244,0.0218,0.0233,0.6,8,1m
12,8_5,8,5,6.44,0.59,0.42,0.27,0.74,30,18,3.24,-1.04,0.0598,0.0344,0.0486,0.0356,0.62,8,1m
13,4_8,4,8,7.91,0.68,0.35,0.13,0.45,34,14,3.37,-0.97,0.0706,0.0205,0.0207,0.0131,0.71,8,1m
14,4_9,4,9,10.26,0.79,0.33,0.07,0.57,26,22,4.06,-1.26,0.1216,0.0493,0.0312,0.0222,0.54,8,1m
15,8_4,8,4,7.22,0.64,0.37,0.16,0.8,32,16,3.35,-1.03,0.0725,0.0367,0.0466,0.0442,0.67,8,1m
16,11_8,11,8,5.32,0.52,0.31,0.19,0.22,29,19,3.34,-1.26,0.1261,0.0269,0.0239,0.0203,0.6,8,1m
17,15_11,15,11,6.46,0.59,0.43,0.22,0.4,27,21,3.89,-1.5,0.1801,0.0241,0.0226,0.0274,0.56,8,1m
18,15_8,15,8,9.9,0.77,0.33,0.13,0.28,24,24,4.58,-1.62,0.3623,0.0399,0.0326,0.0416,0.5,8,1m
19,15_9,15,9,5.9,0.56,0.42,0.17,0.04,27,21,4.12,-1.76,0.1365,0.0177,0.0178,0.0242,0.56,8,1m
20,8_1,8,1,5.6,0.54,0.5,0.36,0.74,34,14,2.57,-0.66,0.0305,0.014,0.0189,0.0235,0.71,8,1m
21,2_8,2,8,3.11,0.33,0.33,0.46,0.7,11,5,1.89,-0.51,0.0291,0.0199,0.0268,0.0222,0.69,8,3m
22,8_3,8,3,7.0,0.63,0.45,0.26,1.08,29,19,3.59,-1.24,0.0847,0.0423,0.0545,0.0531,0.6,8,1m
23,6_10,6,10,4.57,0.46,0.41,0.44,0.66,12,4,2.12,-0.34,0.0265,0.0154,0.0225,0.0292,0.75,8,3m
24,6_11,6,11,4.48,0.45,0.42,0.45,0.7,12,4,2.14,-0.38,0.0268,0.0162,0.0232,0.0323,0.75,8,3m
25,8_2,8,2,8.8,0.72,0.53,0.19,0.81,30,18,3.71,-1.14,0.1122,0.0404,0.0425,0.0443,0.62,8,1m
26,2_9,2,9,2.22,0.22,0.23,0.32,0.69,10,6,1.63,-0.6,0.0282,0.0222,0.0323,0.0203,0.62,8,3m
27,5_8,5,8,2.65,0.28,0.35,0.48,0.77,11,5,1.72,-0.52,0.0266,0.0231,0.031,0.0293,0.69,8,3m
28,9_5,9,5,14.46,0.95,0.54,0.06,0.45,11,5,4.45,-0.52,0.2437,0.0777,0.0203,0.025,0.69,8,3m
29,10_9,10,9,4.78,0.48,0.45,0.1,0.51,11,5,2.44,-0.44,0.0627,0.0749,0.0186,0.0202,0.69,8,3m
30,13_11,13,11,2.22,0.22,0.23,0.01,0.12,10,6,2.48,-1.15,0.0746,0.0431,0.0328,0.0476,0.62,8,3m
31,13_10,13,10,2.24,0.22,0.34,0.28,0.62,11,5,2.13,-0.87,0.0624,0.0143,0.0183,0.0252,0.69,8,3m
32,10_8,10,8,6.07,0.57,0.48,0.13,0.56,11,5,2.66,-0.42,0.0571,0.0533,0.0164,0.014,0.69,8,3m
33,9_4,9,4,22.12,1.17,0.46,0.12,0.53,11,5,5.86,-0.47,0.6959,0.055,0.0192,0.02,0.69,8,3m
34,5_9,5,9,2.44,0.25,0.23,0.36,0.66,9,7,1.72,-0.57,0.0332,0.0216,0.0302,0.0248,0.56,8,3m
35,7_9,7,9,8.39,0.7,0.29,0.12,0.54,28,20,3.75,-1.16,0.1083,0.0278,0.037,0.0421,0.58,8,1m
36,9_6,9,6,9.92,0.77,0.63,0.46,0.71,13,3,2.96,-0.27,0.0346,0.0167,0.0127,0.0132,0.81,8,3m
37,2_11,2,11,3.93,0.41,0.42,0.45,0.7,12,4,1.97,-0.38,0.0228,0.0162,0.0232,0.0323,0.75,8,3m
38,12_8,12,8,3.76,0.39,0.37,0.33,0.4,26,22,2.64,-1.07,0.0389,0.0137,0.0184,0.0074,0.54,8,1m
39,12_9,12,9,5.24,0.51,0.33,0.14,0.16,28,20,3.47,-1.37,0.0697,0.0321,0.0342,0.0097,0.58,8,1m
40,2_10,2,10,4.38,0.45,0.41,0.44,0.66,12,4,2.07,-0.34,0.0248,0.0154,0.0225,0.0292,0.75,8,3m
41,9_7,9,7,8.75,0.72,0.63,0.46,0.71,13,3,2.78,-0.27,0.0276,0.0167,0.0127,0.0132,0.81,8,3m
42,7_8,7,8,14.33,0.95,0.44,0.26,0.96,30,18,3.97,-0.85,0.1981,0.028,0.0368,0.0311,0.62,8,1m
43,9_3,9,3,6.07,0.57,0.62,0.22,0.82,11,5,2.72,-0.43,0.0649,0.0729,0.0266,0.0283,0.69,8,3m
44,16_9,16,9,6.33,0.59,0.44,0.16,0.21,26,22,4.16,-1.71,0.1319,0.0301,0.0252,0.0268,0.54,8,1m
45,3_8,3,8,15.28,0.98,0.39,0.18,0.61,32,16,4.06,-0.86,0.2008,0.0222,0.0223,0.0189,0.67,8,1m
46,3_9,3,9,6.54,0.6,0.18,-0.03,0.26,28,20,3.69,-1.36,0.097,0.0224,0.0245,0.0339,0.58,8,1m
47,16_8,16,8,7.58,0.66,0.54,0.21,0.22,30,18,3.95,-1.46,0.0629,0.0198,0.0137,0.0173,0.62,8,1m
48,9_2,9,2,7.87,0.68,0.5,0.21,0.7,11,5,3.05,-0.48,0.0612,0.0547,0.0255,0.0298,0.69,8,3m
49,11_11,11,11,5.4,0.52,0.44,0.23,0.29,30,18,3.25,-1.22,0.0661,0.0198,0.0183,0.0153,0.62,8,1m
50,14_8,14,8,1.52,0.11,0.16,0.13,0.47,10,6,1.57,-0.94,0.0273,0.022,0.0265,0.0241,0.62,8,3m
51,1_9,1,9,2.49,0.26,0.2,0.31,0.66,9,7,1.84,-0.64,0.0361,0.0236,0.034,0.0248,0.56,8,3m
52,1_8,1,8,2.8,0.29,0.35,0.48,0.77,11,5,1.78,-0.52,0.027,0.0231,0.031,0.0293,0.69,8,3m
53,9_1,9,1,6.56,0.6,0.51,0.36,0.68,13,3,2.68,-0.4,0.0442,0.0128,0.0145,0.0139,0.81,8,3m
54,14_9,14,9,3.71,0.39,0.23,0.15,0.59,9,7,2.63,-0.78,0.0826,0.0492,0.0273,0.0195,0.56,8,3m
55,11_10,11,10,2.35,0.24,0.34,0.17,0.16,28,20,2.6,-1.48,0.0444,0.0275,0.0257,0.0195,0.58,8,1m
56,5_1,5,1,3.35,0.35,0.33,0.31,0.74,11,5,1.93,-0.49,0.0256,0.0169,0.0242,0.017,0.69,8,3m
57,14_4,14,4,0.91,-0.02,0.12,0.08,0.55,9,7,1.53,-1.17,0.0491,0.0236,0.0348,0.0368,0.56,8,3m
58,7_3,7,3,7.91,0.68,0.43,0.29,0.82,28,20,3.88,-1.32,0.0972,0.0421,0.0571,0.0702,0.58,8,1m
59,16_6,16,6,6.25,0.58,0.58,0.31,0.62,30,18,3.32,-1.16,0.056,0.025,0.0235,0.0286,0.62,8,1m
60,1_5,1,5,3.64,0.38,0.28,0.36,0.53,10,6,2.07,-0.49,0.0351,0.0191,0.0278,0.0387,0.62,8,3m
61,3_7,3,7,6.02,0.57,0.42,0.37,0.77,35,13,2.65,-0.66,0.0354,0.0131,0.0195,0.0202,0.73,8,1m
62,14_11,14,11,1.46,0.1,0.15,0.08,0.31,9,7,2.16,-1.31,0.0665,0.0419,0.0336,0.0477,0.56,8,3m
63,12_2,12,2,5.43,0.53,0.32,0.16,0.36,28,20,3.56,-1.42,0.0963,0.0263,0.0276,0.0231,0.58,8,1m
64,12_3,12,3,3.41,0.36,0.27,0.31,0.14,22,26,3.04,-1.45,0.0588,0.0243,0.0269,0.0144,0.46,8,1m
65,14_10,14,10,1.38,0.08,0.21,0.08,0.31,10,6,1.47,-0.89,0.0316,0.0181,0.0231,0.0283,0.62,8,3m
66,3_6,3,6,6.18,0.58,0.42,0.37,0.77,35,13,2.68,-0.66,0.0374,0.0131,0.0195,0.0202,0.73,8,1m
67,10_1,10,1,6.56,0.6,0.51,0.36,0.68,13,3,2.68,-0.4,0.0442,0.0128,0.0145,0.0139,0.81,8,3m
68,1_4,1,4,3.47,0.36,0.29,0.34,0.61,11,5,2.04,-0.53,0.0304,0.0186,0.0262,0.0315,0.69,8,3m
69,16_7,16,7,6.22,0.58,0.58,0.31,0.62,30,18,3.32,-1.16,0.0569,0.025,0.0235,0.0286,0.62,8,1m
70,7_2,7,2,20.01,1.12,0.5,0.19,0.79,30,18,4.7,-1.11,0.2509,0.0429,0.0435,0.0462,0.62,8,1m
71,14_5,14,5,2.45,0.25,0.31,0.1,0.5,8,8,2.01,-0.81,0.0393,0.0377,0.0349,0.0568,0.5,8,3m
72,5_2,5,2,3.14,0.33,0.4,0.41,0.7,13,3,1.85,-0.46,0.0278,0.0215,0.0323,0.055,0.81,8,3m
73,14_7,14,7,5.82,0.55,0.59,0.36,0.9,12,4,2.81,-0.56,0.0571,0.0432,0.0263,0.0244,0.75,8,3m
74,16_5,16,5,2.95,0.31,0.35,0.15,0.22,25,23,3.07,-1.57,0.0465,0.012,0.011,0.016,0.52,8,1m
75,9_11,9,11,6.58,0.6,0.51,0.23,0.68,12,4,2.7,-0.41,0.0476,0.0446,0.0202,0.0216,0.75,8,3m
76,1_6,1,6,3.16,0.33,0.27,0.27,0.63,10,6,1.9,-0.52,0.0272,0.0184,0.0255,0.0112,0.62,8,3m
77,5_11,5,11,3.99,0.41,0.37,0.41,0.69,12,4,2.09,-0.45,0.0284,0.0182,0.0261,0.0333,0.75,8,3m
78,10_3,10,3,5.62,0.54,0.54,0.2,0.81,10,6,2.56,-0.39,0.0621,0.0774,0.0239,0.0209,0.62,8,3m
79,3_4,3,4,6.25,0.58,0.31,0.02,0.32,29,19,3.37,-1.21,0.0594,0.0241,0.0221,0.0229,0.6,8,1m
80,12_1,12,1,3.73,0.39,0.34,0.18,0.3,34,14,2.26,-0.78,0.0253,0.0072,0.0064,0.0062,0.71,8,1m
81,3_5,3,5,10.57,0.8,0.25,-0.09,0.39,29,19,4.36,-1.35,0.2028,0.0386,0.0317,0.0279,0.6,8,1m
82,10_2,10,2,6.52,0.6,0.49,0.21,0.7,11,5,2.83,-0.5,0.0572,0.0553,0.0259,0.0294,0.69,8,3m
83,5_10,5,10,4.27,0.44,0.42,0.44,0.66,12,4,2.04,-0.34,0.0249,0.0153,0.0225,0.0292,0.75,8,3m
84,1_7,1,7,3.16,0.33,0.27,0.27,0.63,10,6,1.9,-0.52,0.0272,0.0184,0.0255,0.0112,0.62,8,3m
85,16_4,16,4,3.47,0.36,0.25,0.03,0.11,30,18,3.09,-1.48,0.0801,0.0192,0.0194,0.0311,0.62,8,1m
86,9_10,9,10,6.49,0.6,0.51,0.2,0.61,12,4,2.67,-0.41,0.044,0.0385,0.0175,0.0186,0.75,8,3m
87,7_1,7,1,5.6,0.54,0.5,0.36,0.74,34,14,2.57,-0.66,0.0305,0.014,0.0189,0.0235,0.71,8,1m
88,14_6,14,6,5.82,0.55,0.59,0.36,0.9,12,4,2.81,-0.56,0.0571,0.0432,0.0263,0.0244,0.75,8,3m
89,5_3,5,3,2.8,0.29,0.31,0.27,0.68,11,5,1.95,-0.65,0.0338,0.0311,0.0468,0.0587,0.69,8,3m
90,5_7,5,7,2.98,0.31,0.27,0.27,0.63,10,6,1.83,-0.52,0.0246,0.0184,0.0255,0.0112,0.62,8,3m
91,14_2,14,2,1.36,0.08,0.18,0.2,0.66,9,7,2.17,-1.21,0.0797,0.0305,0.0422,0.0413,0.56,8,3m
92,7_5,7,5,8.96,0.73,0.31,0.04,0.69,29,19,3.94,-1.19,0.1897,0.0343,0.038,0.0371,0.6,8,1m
93,7_11,7,11,8.97,0.73,0.47,0.14,0.64,31,17,3.6,-1.04,0.0882,0.0333,0.0271,0.0269,0.65,8,1m
94,1_3,1,3,3.53,0.37,0.31,0.27,0.68,11,5,2.23,-0.65,0.0384,0.0311,0.0468,0.0587,0.69,8,3m
95,10_6,10,6,9.92,0.77,0.63,0.46,0.71,13,3,2.96,-0.27,0.0346,0.0167,0.0127,0.0132,0.81,8,3m
96,3_1,3,1,4.79,0.48,0.38,0.2,0.39,35,13,2.4,-0.66,0.0273,0.0105,0.0107,0.0097,0.73,8,1m
97,12_4,12,4,4.38,0.45,0.26,-0.01,0.08,30,18,3.1,-1.27,0.0747,0.031,0.0188,0.0098,0.62,8,1m
98,12_5,12,5,4.45,0.45,0.34,0.25,0.23,27,21,3.51,-1.59,0.0666,0.0294,0.0254,0.013,0.56,8,1m
99,10_7,10,7,9.92,0.77,0.63,0.46,0.71,13,3,2.96,-0.27,0.0346,0.0167,0.0127,0.0132,0.81,8,3m
100,1_2,1,2,3.99,0.41,0.4,0.41,0.7,13,3,2.14,-0.46,0.0326,0.0215,0.0323,0.055,0.81,8,3m
101,7_10,7,10,7.43,0.65,0.44,0.22,0.62,32,16,3.29,-0.95,0.0727,0.0222,0.025,0.028,0.67,8,1m
102,16_1,16,1,5.43,0.53,0.49,0.3,0.47,33,15,2.9,-0.96,0.0495,0.0152,0.0164,0.0233,0.69,8,1m
103,7_4,7,4,6.41,0.59,0.36,0.11,0.6,30,18,3.18,-1.02,0.0637,0.0302,0.0366,0.0462,0.62,8,1m
104,14_3,14,3,0.78,-0.06,-0.03,-0.16,0.06,8,8,1.24,-1.22,0.0339,0.026,0.0335,0.0403,0.5,8,3m
105,5_6,5,6,2.98,0.31,0.27,0.27,0.63,10,6,1.83,-0.52,0.0246,0.0184,0.0255,0.0112,0.62,8,3m
106,16_11,16,11,8.91,0.73,0.68,0.19,0.21,28,20,3.8,-1.19,0.0942,0.0389,0.0251,0.0161,0.58,8,1m
107,5_4,5,4,2.71,0.28,0.29,0.34,0.61,11,5,1.73,-0.53,0.0239,0.0186,0.0262,0.0315,0.69,8,3m
108,14_1,14,1,5.53,0.53,0.55,0.31,0.69,12,4,3.0,-0.66,0.0838,0.025,0.027,0.0407,0.75,8,3m
109,7_6,7,6,8.18,0.69,0.5,0.48,0.83,36,12,2.82,-0.53,0.0343,0.0101,0.0149,0.0174,0.75,8,1m
110,16_3,16,3,5.84,0.55,0.33,0.05,0.14,27,21,3.59,-1.33,0.0758,0.0252,0.0177,0.0162,0.56,8,1m
111,9_9,9,9,4.7,0.47,0.46,0.11,0.58,10,6,2.42,-0.44,0.0631,0.0754,0.0175,0.0145,0.62,8,3m
112,10_5,10,5,5.06,0.5,0.45,0.0,0.5,10,6,2.7,-0.58,0.0727,0.0872,0.0219,0.0201,0.62,8,3m
113,3_2,3,2,16.23,1.01,0.41,0.06,0.35,29,19,4.72,-1.32,0.2401,0.0354,0.0285,0.0284,0.6,8,1m
114,12_7,12,7,4.88,0.49,0.41,0.29,0.28,33,15,2.59,-0.79,0.0334,0.0062,0.007,0.0086,0.69,8,1m
